bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220814242290,현대무역점구호,백화점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590007,1,대지,159,7,서울특별시 강남구 삼성동 159-7,116803122010,서울특별시 강남구 테헤란로,517,,1168010500101590007016829,현대백화점,서울특별시 강남구 테헤란로 517,135730,06164,,5,,127.059763420214,37.50861540138
MA010120220813077731,쁘렝땅현대무역,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590007,1,대지,159,7,서울특별시 강남구 삼성동 159-7,116803122010,서울특별시 강남구 테헤란로,517,,1168010500101590007016829,현대백화점,서울특별시 강남구 테헤란로 517,135730,06164,,5,,127.059763420214,37.50861540138
MA010120220813266322,훈,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560019,1,대지,956,19,서울특별시 강남구 대치동 956-19,116804166430,서울특별시 강남구 삼성로84길,28,,1168010600109560019012217,,서울특별시 강남구 삼성로84길 28,135847,06184,,1,,127.059840312075,37.5057591769242
MA010120220810032652,스타일,,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560005,1,대지,956,5,서울특별시 강남구 대치동 956-5,116804166432,서울특별시 강남구 삼성로86길,28,,1168010600109560005012191,,서울특별시 강남구 삼성로86길 28,135847,06184,,2,,127.059874522187,37.5061105515741
MA010120220812991016,클린웍스,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560005,1,대지,956,5,서울특별시 강남구 대치동 956-5,116804166432,서울특별시 강남구 삼성로86길,28,,1168010600109560005012191,정화빌딩,서울특별시 강남구 삼성로86길 28,135847,06184,,5,,127.059874522187,37.5061105515741
MA0101202305A0108867,이스트얼라이언스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560024,1,대지,956,24,서울특별시 강남구 대치동 956-24,116804166429,서울특별시 강남구 삼성로82길,27,,1168010600109560024012229,,서울특별시 강남구 삼성로82길 27,135847,06184,,,,127.05991937283,37.5056239860782
MA0101202303A0110217,화이트365,,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560024,1,대지,956,24,서울특별시 강남구 대치동 956-24,116804166429,서울특별시 강남구 삼성로82길,27,,1168010600109560024012229,,서울특별시 강남구 삼성로82길 27,135847,06184,,1,,127.05991937283,37.5056239860782
MA010120220814208649,향로,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560008,1,대지,956,8,서울특별시 강남구 대치동 956-8,116804166430,서울특별시 강남구 삼성로84길,29,,1168010600109560008000001,,서울특별시 강남구 삼성로84길 29,135847,06184,,1,,127.05995359766,37.5059933808074
MA010120220812584140,케이팝서포터즈협동조합,,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560008,1,대지,956,8,서울특별시 강남구 대치동 956-8,116804166430,서울특별시 강남구 삼성로84길,29,,1168010600109560008000001,,서울특별시 강남구 삼성로84길 29,135847,06184,,,,127.05995359766,37.5059933808074
MA0101202406A0532242,서울물회,,I2,음식,I201,한식,I20111,횟집,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560020,1,대지,956,20,서울특별시 강남구 대치동 956-20,116804166430,서울특별시 강남구 삼성로84길,30,,1168010600109560020012212,,서울특별시 강남구 삼성로84길 30,135847,06184,,1,,127.060032629597,37.5058221497015
MA010120220808338080,오하운폴댄스학원,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560020,1,대지,956,20,서울특별시 강남구 대치동 956-20,116804166430,서울특별시 강남구 삼성로84길,30,,1168010600109560020012212,,서울특별시 강남구 삼성로84길 30,135847,06184,,1,,127.060032629597,37.5058221497015
MA0101202212A0099949,피티크래프트,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560020,1,대지,956,20,서울특별시 강남구 대치동 956-20,116804166430,서울특별시 강남구 삼성로84길,30,,1168010600109560020012212,,서울특별시 강남구 삼성로84길 30,135847,06184,,4,,127.060032629597,37.5058221497015
MA010120220813366676,알피엠부동산중개,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560006,1,대지,956,6,서울특별시 강남구 대치동 956-6,116804166766,서울특별시 강남구 테헤란로88길,22,,1168010600109560006012185,한림빌딩,서울특별시 강남구 테헤란로88길 22,135847,06184,,4,,127.060044213649,37.5061645257443
MA010120220806472848,알이엠부동산중개,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560006,1,대지,956,6,서울특별시 강남구 대치동 956-6,116804166766,서울특별시 강남구 테헤란로88길,22,,1168010600109560006012185,한림빌딩,서울특별시 강남구 테헤란로88길 22,135847,06184,,4,,127.060044213649,37.5061645257443
MA010120220809688566,디인베스트,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560006,1,대지,956,6,서울특별시 강남구 대치동 956-6,116804166766,서울특별시 강남구 테헤란로88길,22,,1168010600109560006012185,한림빌딩,서울특별시 강남구 테헤란로88길 22,135847,06184,,6,,127.060044213649,37.5061645257443
MA0101202209A0036008,월드아트덱스포,,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,M73903,사업 및 무형 재산권 중개업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109540005,1,대지,954,5,서울특별시 강남구 대치동 954-5,116804166427,서울특별시 강남구 삼성로76길,23,22,1168010600109540005012270,에비앙빌딩,서울특별시 강남구 삼성로76길 23-22,135847,06184,,3,,127.060054823436,37.5052905453837
MA010120220809958131,엔에이아이컨설팅,코리아,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440001,1,대지,944,1,서울특별시 강남구 대치동 944-1,116803122010,서울특별시 강남구 테헤란로,516,,1168010600109440001014504,정헌빌딩,서울특별시 강남구 테헤란로 516,135846,06180,,10,,127.060079139749,37.5074078948291
MA010120220806554674,파블로아트컴퍼니,,P1,교육,P107,교육 지원,P10701,교육컨설팅업,P85701,교육관련 자문 및 평가업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440023,1,대지,944,23,서울특별시 강남구 대치동 944-23,116804166766,서울특별시 강남구 테헤란로88길,15,,1168010600109440023012147,전체,서울특별시 강남구 테헤란로88길 15,135846,06180,,5,,127.060123830856,37.5067231083543
MA010120220808391017,에스오테크,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109540012,1,대지,954,12,서울특별시 강남구 대치동 954-12,116804166427,서울특별시 강남구 삼성로76길,23,14,1168010600109540012012305,백천주택,서울특별시 강남구 삼성로76길 23-14,135847,06184,,,,127.060179028226,37.5050382007159
MA010120220806498529,어방참치,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109560021,1,대지,956,21,서울특별시 강남구 대치동 956-21,116804166430,서울특별시 강남구 삼성로84길,32,,1168010600109560021012210,하나빌딩,서울특별시 강남구 삼성로84길 32,135847,06184,,1,,127.060179693603,37.5058671251262
MA0101202305A0120979,회계법인나루,,M1,과학·기술,M104,회계·세무,M10401,공인회계사,M71201,공인회계사업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440024,1,대지,944,24,서울특별시 강남구 대치동 944-24,116804166766,서울특별시 강남구 테헤란로88길,17,,1168010600109440024000001,세안빌딩,서울특별시 강남구 테헤란로88길 17,135846,06180,,9,,127.06028203278,37.50655183678
MA0101202307A0098881,법무법인화담강남분사무소,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440024,1,대지,944,24,서울특별시 강남구 대치동 944-24,116804166766,서울특별시 강남구 테헤란로88길,17,,1168010600109440024000001,세안빌딩,서울특별시 강남구 테헤란로88길 17,135846,06180,,9,,127.06028203278,37.50655183678
MA0101202305A0015110,파리바게뜨삼성카페점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440024,1,대지,944,24,서울특별시 강남구 대치동 944-24,116804166766,서울특별시 강남구 테헤란로88길,17,,1168010600109440024000001,,서울특별시 강남구 테헤란로88길 17,135846,06180,,1,,127.06028203278,37.50655183678
MA010120220811966946,봉용,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109540003,1,대지,954,3,서울특별시 강남구 대치동 954-3,116804166668,서울특별시 강남구 역삼로87길,23,,1168010600109540003012256,힐하우스,서울특별시 강남구 역삼로87길 23,135847,06184,,2,,127.060428139722,37.5054074856758
MA010120220809089372,밝은씨에스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440025,1,대지,944,25,서울특별시 강남구 대치동 944-25,116804166701,서울특별시 강남구 영동대로85길,38,,1168010600109440025000001,진성빌딩,서울특별시 강남구 영동대로85길 38,135846,06180,,3,,127.06057616413,37.5066417868108
MA010120220806582562,법률사무소보정변호사강봉성,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440025,1,대지,944,25,서울특별시 강남구 대치동 944-25,116804166701,서울특별시 강남구 영동대로85길,38,,1168010600109440025000001,진성빌딩,서울특별시 강남구 영동대로85길 38,135846,06180,,2,,127.06057616413,37.5066417868108
MA010120220812764970,하레이자카야,,I2,음식,I203,일식,I20301,일식 회/초밥,I56122,일식 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440025,1,대지,944,25,서울특별시 강남구 대치동 944-25,116804166701,서울특별시 강남구 영동대로85길,38,,1168010600109440025000001,,서울특별시 강남구 영동대로85길 38,135846,06180,,1,,127.06057616413,37.5066417868108
MA010120220813392754,법률사무소나루,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,한국섬유산업연합회,서울특별시 강남구 테헤란로 518,135713,06180,,11,,127.060576928586,37.5075878415704
MA0101202305A0083892,우크라이나컬처센터,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,10,,127.060576928586,37.5075878415704
MA010120220812891311,컨트롤와이즈,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,10,,127.060576928586,37.5075878415704
MA0101202309A0052120,법률사무소나루,,M1,과학·기술,M103,법무관련 ,M10301,변호사,M71101,변호사업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,한국섬유산업연합회,서울특별시 강남구 테헤란로 518,135713,06180,,11,,127.060576928586,37.5075878415704
MA0101202211A0070449,유니버스미디어,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,11,,127.060576928586,37.5075878415704
MA010120220808111458,노블바이오메디컬,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,10,,127.060576928586,37.5075878415704
MA0101202301A0072163,이앤김파트너스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,대치동,서울특별시 강남구 테헤란로 518,135713,06180,,4,,127.060576928586,37.5075878415704
MA010120220810174359,마이닝,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,한국섬유산업연합회,서울특별시 강남구 테헤란로 518,135713,06180,,,,127.060576928586,37.5075878415704
MA010120220810397361,파라스타,,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,M73903,사업 및 무형 재산권 중개업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,13,,127.060576928586,37.5075878415704
MA010120220812753006,브레빌,코리아,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,,서울특별시 강남구 테헤란로 518,135713,06180,,13,,127.060576928586,37.5075878415704
MA010120220808382550,디자인엑스,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,섬유센터빌딩,서울특별시 강남구 테헤란로 518,135713,06180,,13,,127.060576928586,37.5075878415704
MA010120220813491022,한국법률번역행정사사무소,,M1,과학·기술,M103,법무관련 ,M10306,행정사,M71109,기타 법무관련 서비스업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,섬유센터빌딩,서울특별시 강남구 테헤란로 518,135713,06180,,,,127.060576928586,37.5075878415704
MA010120220808522840,에이이더블유,코리아,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,섬유센터빌딩,서울특별시 강남구 테헤란로 518,135713,06180,,10,,127.060576928586,37.5075878415704
MA010120220807146830,바이트댄스유한책임회사,,N1,시설관리·임대,N107,사무 지원,N10799,기타 사무 지원 서비스업,N75919,기타 사무 지원 서비스업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,섬유센터빌딩,서울특별시 강남구 테헤란로 518,135713,06180,,12,,127.060576928586,37.5075878415704
MA010120220813496539,국민부자협동조합,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440031,1,대지,944,31,서울특별시 강남구 대치동 944-31,116803122010,서울특별시 강남구 테헤란로,518,,1168010600109440031014503,위워크삼성,서울특별시 강남구 테헤란로 518,135713,06180,,11,,127.060576928586,37.5075878415704
MA0101202305A0047211,에이치203,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109440021,1,대지,944,21,서울특별시 강남구 대치동 944-21,116804166701,서울특별시 강남구 영동대로85길,34,,1168010600109440021000001,대치2차,서울특별시 강남구 영동대로85길 34,135846,06180,,,,127.060745871901,37.5067137800585
MA010120220810317439,유한책임회사에스더블유케이매니지먼트,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220808349478,솔리스커뮤니케이션,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,"전시, 컨벤션 및 행사 대행업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220812275304,지노스티엔씨,,M1,과학·기술,M115,기타 전문 과학,M11502,번역/통역 서비스업,M73902,번역 및 통역 서비스업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220808051978,링크드비전,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0565483,리제너레이션,코리아,P1,교육,P107,교육 지원,P10701,교육컨설팅업,P85701,교육관련 자문 및 평가업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220809648533,인드라망아트컴퍼니,,G2,소매,G218,장식품 소매,G21801,예술품 소매업,G47841,예술품 및 골동품 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,인터컨티넨탈호텔,서울특별시 강남구 테헤란로 521,135732,06164,,,,127.060804431449,37.5091915130673
MA010120220812195163,딤딤섬,파르나스몰점,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,,,127.060804431449,37.5091915130673
MA0101202406A0528325,몬스터앤파트너스,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0580301,같이삽시다,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220810757215,지오윈그룹,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA010120220808792474,트라이콘,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202311A0017870,에스케이에스그룹,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0570865,씨엘비티,,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,"화장품, 비누 및 방향제 소매업",11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0525283,파르나스공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0220069,스파원,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,그랜드인터콘티넨탈파르나스호텔,서울특별시 강남구 테헤란로 521,135732,06164,,3,,127.060804431449,37.5091915130673
MA0101202406A0272552,애런스로렌콤그랜드인터컨티넨탈호텔점,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,3,,127.060804431449,37.5091915130673
MA0101202309A0024381,카이로스구룹,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
MA0101202406A0328584,아프리카안경파르나스점,,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,B1,,127.060804431449,37.5091915130673
MA0101202406A0516515,윌슨어소시에이츠,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,M73201,인테리어 디자인업,11,서울특별시,11680,강남구,11680580,삼성1동,1168010500,삼성동,1168010500101590008,1,대지,159,8,서울특별시 강남구 삼성동 159-8,116803122010,서울특별시 강남구 테헤란로,521,,1168010500101590008016735,파르나스타워,서울특별시 강남구 테헤란로 521,135732,06164,,29,,127.060804431449,37.5091915130673
